Filename,Amaranthus_spinosus,Brachypodium_sylvaticum,Cirsium_arvense,Dandelion,Lambsquarters,Negative,Nutsedge,Plantago_major,Sonchus_arvensis_L,Verdolagas
IMG_5639.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5640.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5641.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5642.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5662.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5663.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5671.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5672.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5673.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5674.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5675.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5676.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5677.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5678.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5679.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5680.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5681.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5682.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5683.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5684.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5685.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5686.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5687.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5688.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5689.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5690.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5691.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5692.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5693.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5694.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5695.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5696.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5697.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5698.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5699.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5700.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5701.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5702.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5703.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5708.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5709.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5710.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5711.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5712.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5713.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5714.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5715.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5716.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5717.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5718.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5719.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5720.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5721.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5722.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5723.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5724.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5725.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5726.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5727.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5728.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5729.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5730.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5731.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5732.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5733.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5734.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5735.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5736.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5737.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5738.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5739.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5740.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5741.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5742.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5743.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5744.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5745.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5746.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5747.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5748.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5749.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5750.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5751.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5752.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5753.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5754.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5755.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5756(1).JPG,1,0,0,0,0,0,0,0,0,0
IMG_5756.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5757(1).JPG,1,0,0,0,0,0,0,0,0,0
IMG_5757.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5758(1).JPG,1,0,0,0,0,0,0,0,0,0
IMG_5758.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5759.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5760(1).JPG,1,0,0,0,0,0,0,0,0,0
IMG_5760.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5761(1).JPG,1,0,0,0,0,0,0,0,0,0
IMG_5761.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5762.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5763(1).JPG,1,0,0,0,0,0,0,0,0,0
IMG_5763.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5772.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5773.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5774.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5775.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5776.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5777.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5778.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5779.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5780.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5781.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5782.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5783.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5784.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5785.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5786.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5787.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5788.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5789.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5790.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5791.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5792.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5793.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5794.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5795.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5796.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5797.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5798.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5799.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5800.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5801.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5802.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5803.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5804.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5805.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5806.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5807.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5808.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5809.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5810.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5811.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5812.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5813.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5814.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5815.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5816.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5817.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5818.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5819.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5820.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5821.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5822.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5823.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5824.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5825.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5826.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5827.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5828.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5829.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5831.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5832.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5833.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5834.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5835.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5836.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5837.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5838.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5839.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5840.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5841.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5842.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5843.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5844.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5845.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5846.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5847.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5848.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5849.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5850.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5851.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5852.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5853.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5854.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5855.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5856.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5857.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5858.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5859.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5860.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5861.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5862.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5863.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5864.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5865.JPG,1,0,0,0,0,0,0,0,0,0
IMG_5866.JPG,1,0,0,0,0,0,0,0,0,0
