Filename,Amaranthus_spinosus,Brachypodium_sylvaticum,Cirsium_arvense,Dandelion,Lambsquarters,Negative,Nutsedge,Plantago_major,Sonchus_arvensis_L,Verdolagas
IMG_1889.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1890.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1891.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1892.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1893.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1894.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1895.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1896.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1897.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1898.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1899.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1900.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1901.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1902.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1903.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1904.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1905.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1906.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1907.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1908.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1909.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1910.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1911.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1912.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1913.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1914.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1915.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1916.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1917.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1918.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1919.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1920.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1921.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1922.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1923.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1924.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1925.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1926.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1927.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1928.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1929.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1930.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1931.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1932.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1933.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1934.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1935.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1936.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1937.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1938.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1939.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1940.JPG,0,0,0,0,0,1,0,0,0,0
IMG_1941.JPG,0,0,0,0,0,1,0,0,0,0
